well_id,site_id,cell_tot,area,min_diameter,max_diameter,intensities
B02,s1,125,103.64880440114345,0.8063321966091317,179.00077322512246
B02,s2,100,97.6586476241915,0.7774397422431327,166.33685406003613
B03,s1,48,98.7876004369267,0.7337812790689746,217.12776719528193
B03,s2,49,133.4837925419544,0.8703708309117737,211.95899383735835
B04,s1,202,126.64613427760145,0.8356986025902252,206.4782376204439
B04,s2,231,131.79641048290887,0.7976931355657569,215.86505367613432
B05,s1,231,126.67979875586012,0.8312139864218423,202.79057624752346
B05,s2,210,134.08648262918865,0.7917780234085785,218.95086106444683
B06,s1,221,131.87955915018728,0.8266725889871472,208.19383888964887
B06,s2,191,114.85520126689266,0.7941984081223479,203.05957013968006
B07,s1,235,132.38173323535506,0.7942634805877621,225.54230867086218
B07,s2,166,121.059080128688,0.8093415217032127,197.5707946591254
B08,s1,133,100.43798304319877,0.7862732314446759,169.1267246894376
B08,s2,120,108.24260576505066,0.8102579765366562,176.46400510257246
B09,s1,140,104.02335257452319,0.7986957175697695,179.95374900234626
B09,s2,155,118.88854863448013,0.7840078999939549,195.99707455736984
B10,s1,189,106.26092680136459,0.8301184204220601,170.6558731757345
B10,s2,181,127.14730547443311,0.7918670167304054,207.58920009672346
B11,s1,249,117.25436489369312,0.792899766297197,199.96440864731866
B11,s2,183,129.42350197543055,0.7694553651933858,226.87842335964558
B12,s1,185,112.54218578678142,0.7852225079241054,191.85190240940784
B12,s2,159,115.43718737406948,0.7432361437834237,210.765051238749
B13,s1,196,138.48405165476973,0.7688989276499464,230.5926350658657
B13,s2,195,129.31763250868792,0.7446173828839685,224.3641364218666
B14,s1,216,132.20744626098212,0.8037182455261467,208.69897228310572
B14,s2,183,126.86186340040499,0.8380394321508607,212.5453573645696
B15,s1,227,130.60893777636542,0.8204743695145605,211.07992226088763
B15,s2,264,125.5880823183588,0.7771017873228918,215.27335729121546
B16,s1,37,24.12790219433249,0.779142618979177,43.72158949762713
B16,s2,25,43.38827673081061,0.7986936651638128,77.97558837631601
B17,s1,243,121.68547592908398,0.8014733957909991,200.7975811816845
B17,s2,260,132.92847330455845,0.8088949617643189,225.1007050282122
B18,s1,230,114.45148709236281,0.7779561605278578,192.2311952623682
B18,s2,215,134.34936626246702,0.7973440737827608,220.94467063249576
B19,s1,132,115.60646733336601,0.7539050723717406,202.54256653501915
B19,s2,93,139.1026058041638,0.8233869982544408,221.52488329163523
B20,s1,125,103.86952956213734,0.7999919349393889,184.98693602667845
B20,s2,113,129.5908550469107,0.8205556732493058,196.52451096735643
B21,s1,234,134.71106188106415,0.7605712633537685,229.15186103055595
B21,s2,201,142.37149080988468,0.8071552470634548,223.99135602447038
B22,s1,213,120.85226828774603,0.7790095737990794,198.99074991340095
B22,s2,147,122.28014177946234,0.8111897822991104,202.54989447672577
B23,s1,45,12.092130463600366,0.8724138124269849,23.629991097965917
B23,s2,86,11.474696446173414,0.8110939242214943,18.101134550191915
C02,s1,257,116.5517263543445,0.8565472796279384,192.71874667915205
C02,s2,272,119.75493011501865,0.8010529234201755,198.9850468893069
C03,s1,89,97.73654998012674,0.7609172422614309,165.67862043400905
C03,s2,131,104.36148504300415,0.8138479084634166,166.34543683629616
C04,s1,216,104.9585910728205,0.8047700014223602,175.73325859281164
C04,s2,198,114.0440153853078,0.7077286400330415,205.90737833269102
C05,s1,45,10.316826623678397,0.6836386173250226,15.755572423623217
C05,s2,22,27.756941958801427,0.7937757920586079,48.51134130300238
C06,s1,209,128.94348100842964,0.8163286439588946,207.6340544744569
C06,s2,170,128.92142996623198,0.812379730189676,199.42358695475247
C07,s1,192,119.1655268983071,0.7811966633793896,203.22794097309549
C07,s2,195,125.20232411167791,0.8265035079674667,203.0883192383295
C08,s1,158,110.10212465932935,0.740304201430609,207.6732680921928
C08,s2,178,120.95400767353868,0.8648214272975613,196.92303522743282
C09,s1,114,107.64075006700747,0.7531841979356932,204.59351225216423
C09,s2,99,120.93942151279249,0.819170602370168,196.1836276824095
C10,s1,28,20.69383930771496,0.7772268557908992,43.22135610815771
C10,s2,26,81.33503329304466,0.7866593031924789,150.08440069880515
C11,s1,41,8.995726469891384,0.832840645059586,14.829922639871775
C11,s2,21,13.234591506138951,0.879960534927831,21.75435147323483
C12,s1,40,85.050512473997,0.8457625252916203,126.24125494744254
C12,s2,38,83.0053111913355,0.8313285094184609,173.48825715728907
C13,s1,206,140.576914619187,0.8131248630646708,223.57749232878962
C13,s2,190,133.98390798339352,0.8083664716011295,209.3550261679939
C14,s1,232,123.87435706639829,0.7724811643477338,207.9092501300284
C14,s2,267,137.61830257858978,0.8155685544389836,229.81052271861313
C15,s1,223,123.54932332229659,0.7898051206781967,206.87261675304413
C15,s2,260,121.57797890043892,0.7999228659682407,201.9395009834655
C16,s1,244,126.29206485288887,0.7988103964971628,212.56786934300712
C16,s2,197,123.89564638656148,0.7632159681309546,208.63678812813635
C17,s1,266,132.15583602315616,0.8429823039455756,206.91179730291287
C17,s2,274,133.7034323584394,0.8186664200054459,213.41655102258835
C18,s1,113,6.252253948982687,0.8280886880693041,10.0086382443453
C18,s2,20,10.564670241445164,0.8299601324646579,17.284555600773068
C19,s1,157,111.45285727266238,0.7182721442088073,199.0878354860085
C19,s2,265,120.33135078866808,0.7759176866121693,212.04027694163858
C20,s1,321,123.92027221556391,0.812714933196837,199.8517280775711
C20,s2,343,119.66902859091962,0.7950368610356144,197.6092314413031
C21,s1,119,102.25145905281464,0.7705792541108164,166.0269647216484
C21,s2,166,97.94534697618596,0.7595816971692109,173.49230136545242
C22,s1,230,116.87333164884154,0.821688876878536,199.32186228294654
C22,s2,218,128.2703392035727,0.754036991572405,230.6840413987745
C23,s1,276,133.28944976667404,0.8105439521428754,212.98675410836935
C23,s2,272,133.2072021555659,0.8068028328129133,212.80144588482165
D02,s1,227,115.17455571107972,0.796825051399417,195.1599470421303
D02,s2,281,123.0573600681535,0.8198210012890115,206.4399444036783
D03,s1,247,107.83178281660899,0.765329026563234,189.69464515974636
